class,label,source,target,conversion_factors,nominal_value,min,max,summed_max,actual_value,fixed_costs,variable_costs,fixed,nominal_capacity,capacity_loss,inflow_conversion_factor,outflow_conversion_factor,initial_capacity,capacity_min,capacity_max,balanced
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### GLOBAL RESOURCES,,,,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_JOdr01_powerline,JOdr03_bus_el,JOdr03_JOdr01_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_JOdr01_powerline,JOdr03_JOdr01_powerline,JOdr01_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr01_JOdr04_powerline,JOdr01_bus_el,JOdr01_JOdr04_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr01_JOdr04_powerline,JOdr01_JOdr04_powerline,JOdr02_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr04_JOdr01_powerline,JOdr04_bus_el,JOdr04_JOdr01_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr04_JOdr01_powerline,JOdr04_JOdr01_powerline,JOdr01_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_JOdr03_powerline,JOdr02_bus_el,JOdr02_JOdr03_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_JOdr03_powerline,JOdr02_JOdr03_powerline,JOdr03_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_JOdr02_powerline,JOdr03_bus_el,JOdr03_JOdr02_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_JOdr02_powerline,JOdr03_JOdr02_powerline,JOdr02_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_JOdr04_powerline,JOdr02_bus_el,JOdr02_JOdr04_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_JOdr04_powerline,JOdr02_JOdr04_powerline,JOdr04_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr04_JOdr02_powerline,JOdr04_bus_el,JOdr04_JOdr02_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr04_JOdr02_powerline,JOdr04_JOdr02_powerline,JOdr02_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_JOdr04_powerline,JOdr03_bus_el,JOdr03_JOdr04_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_JOdr04_powerline,JOdr03_JOdr04_powerline,JOdr04_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr04_JOdr03_powerline,JOdr04_bus_el,JOdr04_JOdr03_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr04_JOdr03_powerline,JOdr04_JOdr03_powerline,JOdr03_bus_el,0.97,99999,,,,,,,,,,,,,,,
LinearTransformer,JOdr01_SY_powerline,JOdr01_bus_el,JOdr01_SY_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr01_SY_powerline,JOdr01_SY_powerline,SY_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,SY_JOdr01_powerline,SY_bus_el,SY_JOdr01_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,SY_JOdr01_powerline,SY_JOdr01_powerline,JOdr01_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_SY_powerline,JOdr02_bus_el,JOdr02_SY_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_SY_powerline,JOdr02_SY_powerline,SY_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,SY_JOdr02_powerline,SY_bus_el,SY_JOdr02_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,SY_JOdr02_powerline,SY_JOdr02_powerline,JOdr02_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_IQ_powerline,JOdr02_bus_el,JOdr02_IQ_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_IQ_powerline,JOdr02_IQ_powerline,IQ_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,IQ_JOdr02_powerline,IQ_bus_el,IQ_JOdr02_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,IQ_JOdr02_powerline,IQ_JOdr02_powerline,JOdr02_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_SA_powerline,JOdr02_bus_el,JOdr02_SA_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr02_SA_powerline,JOdr02_SA_powerline,SA_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,SA_JOdr02_powerline,SA_bus_el,SA_JOdr02_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,SA_JOdr02_powerline,SA_JOdr02_powerline,JOdr02_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr04_SA_powerline,JOdr04_bus_el,JOdr04_SA_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr04_SA_powerline,JOdr04_SA_powerline,SA_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,SA_JOdr04_powerline,SA_bus_el,SA_JOdr04_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,SA_JOdr04_powerline,SA_JOdr04_powerline,JOdr04_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_EG_powerline,JOdr03_bus_el,JOdr03_EG_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_EG_powerline,JOdr03_EG_powerline,EG_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,EG_JOdr03_powerline,EG_bus_el,EG_JOdr03_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,EG_JOdr03_powerline,EG_JOdr03_powerline,JOdr03_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_IL_powerline,JOdr03_bus_el,JOdr03_IL_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_IL_powerline,JOdr03_IL_powerline,IL_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,IL_JOdr03_powerline,IL_bus_el,IL_JOdr03_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,IL_JOdr03_powerline,IL_JOdr03_powerline,JOdr03_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr01_IL_powerline,JOdr01_bus_el,JOdr01_IL_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr01_IL_powerline,JOdr01_IL_powerline,IL_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,IL_JOdr01_powerline,IL_bus_el,IL_JOdr01_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,IL_JOdr01_powerline,IL_JOdr01_powerline,JOdr01_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr01_WB_powerline,JOdr01_bus_el,JOdr01_WB_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr01_WB_powerline,JOdr01_WB_powerline,WB_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,WB_JOdr01_powerline,WB_bus_el,WB_JOdr01_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,WB_JOdr01_powerline,WB_JOdr01_powerline,JOdr01_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_WB_powerline,JOdr03_bus_el,JOdr03_WB_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,JOdr03_WB_powerline,JOdr03_WB_powerline,WB_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
LinearTransformer,WB_JOdr03_powerline,WB_bus_el,WB_JOdr03_powerline,,,,,,,,,,,,,,,,,
LinearTransformer,WB_JOdr03_powerline,WB_JOdr03_powerline,JOdr03_bus_el,0.97,1E-16,,,,,,,,,,,,,,,
